time,.data
2020/04/03/19:48:36.685137,"(-1.0271148681640625, -0.2884979248046875, -10.5189208984375)"
2020/04/03/19:48:36.789161,"(-0.8212127685546875, -0.3998260498046875, -10.48779296875)"
2020/04/03/19:48:36.892741,"(-0.611724853515625, -0.3411712646484375, -10.546463012695312)"
2020/04/03/19:48:36.999616,"(-0.68115234375, -0.3088531494140625, -10.33935546875)"
2020/04/03/19:48:37.102502,"(-0.9864044189453125, -0.270538330078125, -10.468643188476562)"
2020/04/03/19:48:37.208922,"(-0.397430419921875, -0.533905029296875, -10.447097778320312)"
2020/04/03/19:48:37.311177,"(-0.64404296875, -0.4453277587890625, -10.053253173828125)"
2020/04/03/19:48:37.415702,"(-0.5470733642578125, -0.2238616943359375, -10.2962646484375)"
2020/04/03/19:48:37.521324,"(-0.9600677490234375, -0.1867523193359375, -10.303451538085938)"
2020/04/03/19:48:37.622185,"(-0.7637481689453125, -0.22625732421875, -10.119094848632812)"
2020/04/03/19:48:37.725553,"(-0.5889739990234375, -0.131683349609375, -9.994598388671875)"
2020/04/03/19:48:37.827988,"(-0.602142333984375, -0.33758544921875, -10.564422607421875)"
2020/04/03/19:48:37.934995,"(-0.8152313232421875, -0.3842620849609375, -10.6553955078125)"
2020/04/03/19:48:38.037228,"(-0.6835479736328125, -0.1939239501953125, -10.11669921875)"
2020/04/03/19:48:38.140940,"(-0.63446044921875, -0.3555450439453125, -10.262741088867188)"
2020/04/03/19:48:38.243542,"(-0.998382568359375, -0.3280029296875, -10.08917236328125)"
2020/04/03/19:48:38.345848,"(-0.5458831787109375, -0.1975250244140625, -10.517730712890625)"
2020/04/03/19:48:38.450951,"(-0.6057281494140625, -0.270538330078125, -10.103530883789062)"
2020/04/03/19:48:38.553344,"(-0.72784423828125, -0.3160400390625, -10.275909423828125)"
2020/04/03/19:48:38.655261,"(-0.60333251953125, -0.34954833984375, -10.108322143554688)"
2020/04/03/19:48:38.757124,"(-0.6105194091796875, -0.210693359375, -10.334564208984375)"
2020/04/03/19:48:38.862395,"(-0.4524993896484375, -0.432159423828125, -10.14422607421875)"
2020/04/03/19:48:38.966338,"(-0.5674285888671875, -0.4465179443359375, -10.298660278320312)"
2020/04/03/19:48:39.074827,"(-0.8260040283203125, -0.3040618896484375, -10.1107177734375)"
2020/04/03/19:48:39.176111,"(-0.7493896484375, -0.15203857421875, -10.425552368164062)"
2020/04/03/19:48:39.275798,"(-0.7673492431640625, -0.2777252197265625, -10.3704833984375)"
2020/04/03/19:48:39.380433,"(-1.1456298828125, -0.2250518798828125, -10.344146728515625)"
2020/04/03/19:48:39.482726,"(-0.7122802734375, -0.210693359375, -10.204086303710938)"
2020/04/03/19:48:39.587611,"(-0.691925048828125, -0.360321044921875, -10.11669921875)"
2020/04/03/19:48:39.691347,"(-0.7625579833984375, -0.15802001953125, -10.393234252929688)"
2020/04/03/19:48:39.794586,"(-0.8583221435546875, -0.1652069091796875, -10.152618408203125)"
2020/04/03/19:48:39.895466,"(-0.7613525390625, -0.322021484375, -10.516525268554688)"
2020/04/03/19:48:40.003713,"(-0.5458831787109375, -0.543487548828125, -10.014938354492188)"
2020/04/03/19:48:40.104432,"(-0.416595458984375, -0.348358154296875, -10.226837158203125)"
2020/04/03/19:48:40.206164,"(-0.899017333984375, -0.1544189453125, -10.213668823242188)"
2020/04/03/19:48:40.307468,"(-1.1228790283203125, -0.1424560546875, -10.7667236328125)"
2020/04/03/19:48:40.413007,"(-0.7098846435546875, -0.286102294921875, -10.235214233398438)"
2020/04/03/19:48:40.514132,"(-0.49200439453125, -0.3411712646484375, -10.160995483398438)"
2020/04/03/19:48:40.616935,"(-0.6536102294921875, -0.369903564453125, -10.050857543945312)"
2020/04/03/19:48:40.721122,"(-0.766143798828125, -0.2789306640625, -10.383651733398438)"
2020/04/03/19:48:40.825664,"(-0.6631927490234375, -0.0766143798828125, -10.18133544921875)"
2020/04/03/19:48:40.930309,"(-0.9600677490234375, -0.1975250244140625, -10.383651733398438)"
2020/04/03/19:48:41.031781,"(-0.685943603515625, -0.4046173095703125, -10.104721069335938)"
2020/04/03/19:48:41.133783,"(-0.5303192138671875, -0.196319580078125, -10.402801513671875)"
2020/04/03/19:48:41.239702,"(-0.608123779296875, -0.2717437744140625, -10.498580932617188)"
2020/04/03/19:48:41.343840,"(-0.7793121337890625, -0.45489501953125, -10.0484619140625)"
2020/04/03/19:48:41.446424,"(-0.6380615234375, -0.3100433349609375, -10.26873779296875)"
2020/04/03/19:48:41.551303,"(-0.623687744140625, -0.2717437744140625, -10.007766723632812)"
2020/04/03/19:48:41.655765,"(-1.0163421630859375, -0.2046966552734375, -10.35491943359375)"
2020/04/03/19:48:41.758403,"(-0.8044586181640625, -0.46087646484375, -10.044876098632812)"
2020/04/03/19:48:41.859639,"(-0.88824462890625, -0.227447509765625, -10.198104858398438)"
2020/04/03/19:48:41.964066,"(-0.760162353515625, -0.100555419921875, -10.15380859375)"
2020/04/03/19:48:42.068083,"(-0.6727752685546875, -0.147247314453125, -10.44830322265625)"
2020/04/03/19:48:42.171352,"(-0.9014129638671875, -0.301666259765625, -10.328582763671875)"
2020/04/03/19:48:42.276783,"(-0.7900848388671875, -0.24420166015625, -10.478225708007812)"
2020/04/03/19:48:42.404211,"(-0.6572113037109375, -0.3555450439453125, -10.164581298828125)"
2020/04/03/19:48:42.494587,"(-0.8631134033203125, -0.323211669921875, -10.291473388671875)"
2020/04/03/19:48:42.598525,"(-0.824798583984375, -0.1831512451171875, -10.168167114257812)"
2020/04/03/19:48:42.703363,"(-0.5303192138671875, -0.122100830078125, -10.509353637695312)"
2020/04/03/19:48:42.810241,"(-0.8068389892578125, -0.4189910888671875, -10.113113403320312)"
2020/04/03/19:48:42.913131,"(-0.72784423828125, -0.3136444091796875, -10.171768188476562)"
2020/04/03/19:48:43.017304,"(-0.4836273193359375, -0.190338134765625, -10.081985473632812)"
2020/04/03/19:48:43.122380,"(-0.7745208740234375, -0.3615264892578125, -10.443511962890625)"
2020/04/03/19:48:43.229400,"(-0.6129150390625, -0.2777252197265625, -10.253173828125)"
2020/04/03/19:48:43.331048,"(-0.4728546142578125, -0.2394256591796875, -10.308242797851562)"
2020/04/03/19:48:43.434370,"(-0.723052978515625, -0.3411712646484375, -10.193313598632812)"
2020/04/03/19:48:43.538734,"(-0.86669921875, -0.38067626953125, -10.328582763671875)"
2020/04/03/19:48:43.641094,"(-0.9050140380859375, -0.3770904541015625, -10.275909423828125)"
2020/04/03/19:48:43.742584,"(-0.289703369140625, -0.26336669921875, -9.89044189453125)"
2020/04/03/19:48:43.848120,"(-0.6248931884765625, -0.3303985595703125, -10.330978393554688)"
2020/04/03/19:48:43.951543,"(-1.040283203125, -0.2920989990234375, -9.99578857421875)"
2020/04/03/19:48:44.056809,"(-0.7673492431640625, -0.047882080078125, -10.563217163085938)"
2020/04/03/19:48:44.160144,"(-1.1659698486328125, -0.1460418701171875, -10.326187133789062)"
2020/04/03/19:48:44.264684,"(-0.8487396240234375, -0.412994384765625, -10.409988403320312)"
2020/04/03/19:48:44.371175,"(-0.475250244140625, -0.26336669921875, -9.96466064453125)"
2020/04/03/19:48:44.477128,"(-0.2884979248046875, -0.4513092041015625, -10.290283203125)"
2020/04/03/19:48:44.577468,"(-0.973236083984375, -0.4764404296875, -10.127471923828125)"
2020/04/03/19:48:44.685735,"(-0.618896484375, -0.153228759765625, -10.547653198242188)"
2020/04/03/19:48:44.787121,"(-0.56622314453125, -0.363922119140625, -9.9993896484375)"
2020/04/03/19:48:44.890934,"(-0.664398193359375, -0.3459625244140625, -10.320205688476562)"
2020/04/03/19:48:45.000598,"(-0.3782806396484375, -0.3555450439453125, -9.950302124023438)"
2020/04/03/19:48:45.100738,"(-0.8487396240234375, -0.199920654296875, -10.414779663085938)"
2020/04/03/19:48:45.205186,"(-0.8307952880859375, -0.1663970947265625, -10.024520874023438)"
2020/04/03/19:48:45.309429,"(-0.654815673828125, -0.2573699951171875, -10.406402587890625)"
2020/04/03/19:48:45.410169,"(-0.9481048583984375, -0.301666259765625, -10.1968994140625)"
2020/04/03/19:48:45.512320,"(-0.617706298828125, -0.26336669921875, -10.3704833984375)"
2020/04/03/19:48:45.617022,"(-0.818817138671875, -0.199920654296875, -10.12628173828125)"
2020/04/03/19:48:45.723038,"(-0.83917236328125, -0.2418212890625, -10.408798217773438)"
2020/04/03/19:48:45.826491,"(-1.003173828125, -0.3938446044921875, -9.953887939453125)"
2020/04/03/19:48:45.929202,"(-0.53271484375, -0.2789306640625, -10.202896118164062)"
2020/04/03/19:48:46.037897,"(-1.0594329833984375, -0.12091064453125, -10.164581298828125)"
2020/04/03/19:48:46.138722,"(-0.9720458984375, -0.184356689453125, -10.420761108398438)"
2020/04/03/19:48:46.244313,"(-0.6129150390625, -0.286102294921875, -10.178955078125)"
2020/04/03/19:48:46.346612,"(-0.574615478515625, -0.46087646484375, -10.210067749023438)"
2020/04/03/19:48:46.451800,"(-0.363922119140625, -0.2669525146484375, -10.24359130859375)"
2020/04/03/19:48:46.560010,"(-0.5901641845703125, -0.2046966552734375, -10.427947998046875)"
2020/04/03/19:48:46.660195,"(-0.6847381591796875, -0.3998260498046875, -10.35491943359375)"
2020/04/03/19:48:46.764824,"(-0.7517852783203125, -0.025146484375, -10.420761108398438)"
2020/04/03/19:48:46.872695,"(-0.8415679931640625, -0.22625732421875, -10.267532348632812)"
2020/04/03/19:48:46.973221,"(-0.8152313232421875, -0.3399810791015625, -10.398025512695312)"
2020/04/03/19:48:47.080110,"(-0.596160888671875, -0.2286529541015625, -10.241195678710938)"
2020/04/03/19:48:47.181837,"(-0.6847381591796875, -0.252593994140625, -10.28070068359375)"
2020/04/03/19:48:47.287266,"(-0.9002227783203125, -0.31243896484375, -10.26873779296875)"
2020/04/03/19:48:47.392795,"(-0.8008575439453125, -0.422576904296875, -10.004165649414062)"
2020/04/03/19:48:47.497160,"(-0.42138671875, -0.416595458984375, -9.95867919921875)"
2020/04/03/19:48:47.599715,"(-0.791290283203125, -0.40582275390625, -10.171768188476562)"
2020/04/03/19:48:47.704450,"(-0.6727752685546875, -0.1867523193359375, -10.435134887695312)"
2020/04/03/19:48:47.809041,"(-0.7996673583984375, -0.0754241943359375, -10.372879028320312)"
2020/04/03/19:48:47.911662,"(-0.596160888671875, -0.3303985595703125, -10.244781494140625)"
2020/04/03/19:48:48.012202,"(-0.565032958984375, -0.49200439453125, -10.060440063476562)"
2020/04/03/19:48:48.117374,"(-0.6524200439453125, -0.180755615234375, -9.996994018554688)"
2020/04/03/19:48:48.221894,"(-0.6129150390625, -0.295684814453125, -10.316619873046875)"
2020/04/03/19:48:48.325723,"(-0.7793121337890625, -0.30645751953125, -10.364501953125)"
2020/04/03/19:48:48.430322,"(-0.78289794921875, -0.032318115234375, -10.4698486328125)"
2020/04/03/19:48:48.534624,"(-0.881072998046875, -0.2046966552734375, -10.225631713867188)"
2020/04/03/19:48:48.641172,"(-0.723052978515625, -0.3926544189453125, -10.255569458007812)"
2020/04/03/19:48:48.745079,"(-0.6045379638671875, -0.3627166748046875, -9.990997314453125)"
2020/04/03/19:48:48.847466,"(-0.7050933837890625, -0.2454071044921875, -10.091552734375)"
2020/04/03/19:48:48.951943,"(-0.908599853515625, -0.2310333251953125, -10.301055908203125)"
2020/04/03/19:48:49.056693,"(-1.013946533203125, -0.0227508544921875, -10.411178588867188)"
2020/04/03/19:48:49.158930,"(-0.67156982421875, -0.259765625, -10.12628173828125)"
2020/04/03/19:48:49.260197,"(-0.6356658935546875, -0.332794189453125, -10.077194213867188)"
2020/04/03/19:48:49.366741,"(-0.71826171875, -0.295684814453125, -10.26513671875)"
2020/04/03/19:48:49.471592,"(-0.80206298828125, -0.2465972900390625, -10.35491943359375)"
2020/04/03/19:48:49.573614,"(-0.7146759033203125, -0.1711883544921875, -10.303451538085938)"
2020/04/03/19:48:49.679905,"(-0.7517852783203125, -0.3675079345703125, -10.186126708984375)"
2020/04/03/19:48:49.782663,"(-0.6512298583984375, -0.2873077392578125, -10.20050048828125)"
2020/04/03/19:48:49.887146,"(-0.5099639892578125, -0.215484619140625, -10.332183837890625)"
2020/04/03/19:48:49.991902,"(-0.988800048828125, -0.2454071044921875, -10.418365478515625)"
2020/04/03/19:48:50.093825,"(-0.4477081298828125, -0.470458984375, -10.103530883789062)"
2020/04/03/19:48:50.195333,"(-0.664398193359375, -0.16400146484375, -10.344146728515625)"
2020/04/03/19:48:50.298517,"(-0.703887939453125, -0.211883544921875, -10.483016967773438)"
2020/04/03/19:48:50.405932,"(-0.7170562744140625, -0.3411712646484375, -10.162185668945312)"
2020/04/03/19:48:50.508125,"(-0.77093505859375, -0.360321044921875, -10.188522338867188)"
2020/04/03/19:48:50.612153,"(-0.544677734375, -0.1304779052734375, -10.168167114257812)"
2020/04/03/19:48:50.716599,"(-0.7613525390625, -0.2657623291015625, -10.431533813476562)"
2020/04/03/19:48:50.821496,"(-0.82958984375, -0.3471527099609375, -10.16339111328125)"
2020/04/03/19:48:50.925756,"(-0.6356658935546875, -0.153228759765625, -10.28070068359375)"
2020/04/03/19:48:51.030211,"(-0.79248046875, -0.2777252197265625, -10.1597900390625)"
2020/04/03/19:48:51.134508,"(-0.8954315185546875, -0.307647705078125, -10.494979858398438)"
2020/04/03/19:48:51.239476,"(-0.5051727294921875, -0.2465972900390625, -10.067611694335938)"
2020/04/03/19:48:51.362337,"(-0.6907196044921875, -0.4249725341796875, -10.28668212890625)"
2020/04/03/19:48:51.456298,"(-0.4046173095703125, -0.3160400390625, -10.078399658203125)"
2020/04/03/19:48:51.561015,"(-0.8607177734375, -0.2729339599609375, -10.351333618164062)"
2020/04/03/19:48:51.665407,"(-0.611724853515625, -0.286102294921875, -10.121490478515625)"
2020/04/03/19:48:51.767918,"(-0.6907196044921875, -0.1759796142578125, -10.374069213867188)"
2020/04/03/19:48:51.869689,"(-0.8164215087890625, -0.317230224609375, -10.046066284179688)"
2020/04/03/19:48:51.975121,"(-0.71826171875, -0.2202606201171875, -10.256759643554688)"
2020/04/03/19:48:52.080445,"(-0.797271728515625, -0.16400146484375, -10.245986938476562)"
2020/04/03/19:48:52.182770,"(-0.8355712890625, -0.237030029296875, -10.2711181640625)"
2020/04/03/19:48:52.288331,"(-0.7206573486328125, -0.18914794921875, -10.211273193359375)"
2020/04/03/19:48:52.391851,"(-0.6991119384765625, -0.3351898193359375, -10.174163818359375)"
2020/04/03/19:48:52.495677,"(-0.6847381591796875, -0.2825164794921875, -10.275909423828125)"
2020/04/03/19:48:52.603257,"(-0.60693359375, -0.23822021484375, -10.277114868164062)"
2020/04/03/19:48:52.705483,"(-0.5937652587890625, -0.1544189453125, -10.357315063476562)"
2020/04/03/19:48:52.810090,"(-0.6380615234375, -0.395050048828125, -10.224441528320312)"
2020/04/03/19:48:52.910543,"(-0.7146759033203125, -0.4465179443359375, -10.273513793945312)"
2020/04/03/19:48:53.013424,"(-0.6212921142578125, -0.2358245849609375, -10.193313598632812)"
2020/04/03/19:48:53.117795,"(-0.6165008544921875, -0.248992919921875, -10.364501953125)"
2020/04/03/19:48:53.224947,"(-0.9217681884765625, -0.2789306640625, -10.309432983398438)"
2020/04/03/19:48:53.329486,"(-0.76495361328125, -0.2298431396484375, -10.383651733398438)"
2020/04/03/19:48:53.430151,"(-0.817626953125, -0.3160400390625, -10.10711669921875)"
2020/04/03/19:48:53.535918,"(-0.571014404296875, -0.412994384765625, -10.202896118164062)"
2020/04/03/19:48:53.639670,"(-0.5674285888671875, -0.274139404296875, -10.002975463867188)"
2020/04/03/19:48:53.742318,"(-0.899017333984375, -0.125701904296875, -10.509353637695312)"
2020/04/03/19:48:53.843437,"(-1.0007781982421875, -0.23223876953125, -10.226837158203125)"
2020/04/03/19:48:53.948254,"(-0.744598388671875, -0.237030029296875, -10.3585205078125)"
2020/04/03/19:48:54.054719,"(-0.6308746337890625, -0.322021484375, -10.111907958984375)"
2020/04/03/19:48:54.153372,"(-0.73980712890625, -0.2454071044921875, -10.34295654296875)"
2020/04/03/19:48:54.256505,"(-0.766143798828125, -0.2454071044921875, -10.220840454101562)"
2020/04/03/19:48:54.361116,"(-0.723052978515625, -0.199920654296875, -10.371688842773438)"
2020/04/03/19:48:54.461782,"(-0.645233154296875, -0.3040618896484375, -10.194503784179688)"
2020/04/03/19:48:54.565196,"(-0.63446044921875, -0.286102294921875, -10.260345458984375)"
2020/04/03/19:48:54.668926,"(-0.6691741943359375, -0.2837066650390625, -10.205291748046875)"
2020/04/03/19:48:54.773499,"(-0.846343994140625, -0.2501983642578125, -10.356124877929688)"
2020/04/03/19:48:54.879100,"(-1.279693603515625, -0.2023162841796875, -10.344146728515625)"
2020/04/03/19:48:54.981488,"(-1.1803436279296875, -0.270538330078125, -10.283096313476562)"
2020/04/03/19:48:55.088200,"(-1.3431396484375, -0.322021484375, -10.171768188476562)"
2020/04/03/19:48:55.190194,"(-1.52630615234375, -0.2837066650390625, -10.11669921875)"
2020/04/03/19:48:55.294545,"(-1.6496124267578125, -0.258575439453125, -10.149017333984375)"
2020/04/03/19:48:55.399026,"(-1.8016357421875, -0.2537841796875, -10.15380859375)"
2020/04/03/19:48:55.503442,"(-2.023101806640625, -0.1771697998046875, -10.220840454101562)"
2020/04/03/19:48:55.608687,"(-2.2050628662109375, -0.174774169921875, -10.125076293945312)"
2020/04/03/19:48:55.713245,"(-2.2421722412109375, -0.22625732421875, -10.1226806640625)"
2020/04/03/19:48:55.885152,"(-2.434906005859375, -0.199920654296875, -9.9742431640625)"
2020/04/03/19:48:55.915066,"(-2.477996826171875, -0.280120849609375, -9.985015869140625)"
2020/04/03/19:48:56.073483,"(-2.5689849853515625, -0.2789306640625, -9.986221313476562)"
2020/04/03/19:48:56.141280,"(-2.753326416015625, -0.2454071044921875, -10.007766723632812)"
2020/04/03/19:48:56.243578,"(-2.7401580810546875, -0.3208160400390625, -9.828201293945312)"
2020/04/03/19:48:56.354202,"(-3.022674560546875, -0.199920654296875, -9.938323974609375)"
2020/04/03/19:48:56.503761,"(-3.106475830078125, -0.268157958984375, -9.910797119140625)"
2020/04/03/19:48:56.565408,"(-3.2609100341796875, -0.2130889892578125, -9.882064819335938)"
2020/04/03/19:48:56.669804,"(-3.254913330078125, -0.2920989990234375, -9.78271484375)"
2020/04/03/19:48:56.765520,"(-3.4261016845703125, -0.2657623291015625, -9.801864624023438)"
2020/04/03/19:48:56.845118,"(-3.725372314453125, -0.1975250244140625, -9.728836059570312)"
2020/04/03/19:48:56.950454,"(-3.85107421875, -0.184356689453125, -9.6522216796875)"
2020/04/03/19:48:57.108884,"(-4.1611175537109375, -0.1197052001953125, -9.688140869140625)"
2020/04/03/19:48:57.159954,"(-4.11444091796875, -0.1508331298828125, -9.613922119140625)"
2020/04/03/19:48:57.319731,"(-4.3622283935546875, -0.0682373046875, -9.63665771484375)"
2020/04/03/19:48:57.367450,"(-4.22216796875, -0.199920654296875, -9.409210205078125)"
2020/04/03/19:48:57.518364,"(-4.1826629638671875, -0.2873077392578125, -9.331405639648438)"
2020/04/03/19:48:57.578692,"(-4.25927734375, -0.369903564453125, -9.02734375)"
2020/04/03/19:48:57.729682,"(-4.474761962890625, -0.258575439453125, -9.428359985351562)"
2020/04/03/19:48:57.788406,"(-4.7680511474609375, -0.0861968994140625, -9.260772705078125)"
2020/04/03/19:48:57.933853,"(-4.849456787109375, -0.1652069091796875, -9.384078979492188)"
2020/04/03/19:48:57.991902,"(-4.9224853515625, -0.26336669921875, -9.050079345703125)"
2020/04/03/19:48:58.139753,"(-4.9739532470703125, -0.24420166015625, -9.13507080078125)"
